"","ID","AGE","GENDER","RACE","ArrestTime","Hour","Month","Weekday","OFFENSE","Code","ShortCode"
"3159",6292,16,"M","B","2017-03-08T17:53:00","17","三月","星期三","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"3179",6493,20,"F","B","2017-03-15T16:00:00","16","三月","星期三","2709(a)(4) Harassment Communicates Prohibited Acts","2709","27"
"3181",5931,17,"M","B","2017-02-18T06:05:00","6","二月","星期六","13(a)(32) Paraphernalia - Use or Possession ","13(a)","13(a)"
"3182",5931,17,"M","B","2017-02-18T06:05:00","6","二月","星期六","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"3193",5972,15,"F","B","2017-02-25T21:00:00","21","二月","星期六","1501(A) Valid Driver's License Required ","1501","15"
"3194",5972,15,"F","B","2017-02-25T21:00:00","21","二月","星期六","3921(a) Theft by Unlawful Taking or Disposition - Movable item","3921","39"
"3196",3671,21,"M","B","2016-12-07T17:58:00","17","十二月","星期三","13(a)(30) Possession w","13(a)","13(a)"
"3198",3671,21,"M","B","2016-12-07T17:58:00","17","十二月","星期三","13(a)(32) Paraphernalia - Use or Possession","13(a)","13(a)"
"3200",5644,21,"M","W","2017-02-18T22:00:00","22","二月","星期六","3503(b.1) Criminal Trespass - Simple Trespasser","3503","35"
"3205",6299,13,"M","B","2017-03-08T13:50:00","13","三月","星期三","2701(a)(3) Simple Assault - Attempts by Physical Menace ","2701","27"
"3208",3672,20,"M","W","2016-12-07T17:58:00","17","十二月","星期三","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"3210",3676,21,"F","W","2016-12-11T17:47:00","17","十二月","星期日","13(a)(32) Paraphernalia - Use or Possession","13(a)","13(a)"
"3213",3693,21,"M","B","2016-12-26T09:00:00","9","十二月","星期一","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"3216",3693,21,"M","B","2016-12-26T09:00:00","9","十二月","星期一","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","3304","33"
"3222",3701,19,"M","B","2016-12-14T10:00:00","10","十二月","星期三","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3223",3701,19,"M","B","2016-12-14T10:00:00","10","十二月","星期三","13(a)(30) Possession w","13(a)","13(a)"
"3227",3704,18,"M","B","2016-12-31T12:26:00","12","十二月","星期六","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3228",3704,18,"M","B","2016-12-31T12:26:00","12","十二月","星期六","13(a)(30) Possession w","13(a)","13(a)"
"3246",6075,19,"M","B","2017-02-22T20:40:00","20","二月","星期三","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3247",6075,19,"M","B","2017-02-22T20:40:00","20","二月","星期三","13(a)(30) Possession w","13(a)","13(a)"
"3249",6075,19,"M","B","2017-02-22T20:40:00","20","二月","星期三","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"3251",1244,13,"M","B","2016-09-13T15:35:00","15","九月","星期二","3503(b)(1)(i) Actual Communication","3503","35"
"3266",6314,20,"M","B","2017-03-11T16:00:00","16","三月","星期六","3921(a) Theft by Unlawful Taking or Disposition - Movable item","3921","39"
"3272",6355,12,"M","B","2017-03-10T09:10:00","9","三月","星期五","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3279",6359,17,"F","W","2017-03-10T08:15:00","8","三月","星期五","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2701","27"
"3284",1257,10,"M","W","2016-09-29T09:00:00","9","九月","星期四","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats ","2709","27"
"3285",1257,10,"M","W","2016-09-29T09:00:00","9","九月","星期四","5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG","5503","55"
"3287",1257,10,"M","W","2016-09-29T09:00:00","9","九月","星期四","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3290",1258,14,"M","B","2016-09-30T11:47:00","11","九月","星期五","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3294",1259,12,"M","B","2016-09-30T11:00:00","11","九月","星期五","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats ","2709","27"
"3295",1259,12,"M","B","2016-09-30T11:00:00","11","九月","星期五","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3301",3771,17,"M","B","2016-12-22T22:52:00","22","十二月","星期四","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"3303",3771,17,"M","B","2016-12-22T22:52:00","22","十二月","星期四","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3304",3771,17,"M","B","2016-12-22T22:52:00","22","十二月","星期四","13(a)(30) Possession w","13(a)","13(a)"
"3315",6137,19,"M","B","2017-03-03T12:40:00","12","三月","星期五","13(a)(32) Paraphernalia - Use or Possession","13(a)","13(a)"
"3320",3196,13,"F","B","2016-11-29T09:00:00","9","十一月","星期二","5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","5503","55"
"3326",4258,20,"M","B","2017-01-08T18:59:00","18","一月","星期日","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2701","27"
"3328",6361,16,"F","B","2017-03-10T08:30:00","8","三月","星期五","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3342",1262,18,"M","B","2016-08-08T14:17:00","14","八月","星期一","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"3345",1262,18,"M","B","2016-08-08T14:17:00","14","八月","星期一","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"3348",3815,20,"M","B","2016-12-23T02:10:00","2","十二月","星期五","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"3354",1536,21,"M","H","2016-09-24T01:20:00","1","九月","星期六","2709(b) Stalking ","2709","27"
"3355",1536,21,"M","H","2016-09-24T01:20:00","1","九月","星期六","3126(a)(1) Indecent assault without consent ","3126","31"
"3356",1536,21,"M","H","2016-09-24T01:20:00","1","九月","星期六","5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG","5503","55"
"3361",1269,20,"F","B","2016-08-25T19:33:00","19","八月","星期四","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3362",1269,20,"F","B","2016-08-25T19:33:00","19","八月","星期四","13(a)(30) Possession w","13(a)","13(a)"
"3364",1269,20,"F","B","2016-08-25T19:33:00","19","八月","星期四","13(a)(32) Paraphernalia - Use or Possession ","13(a)","13(a)"
"3367",1270,11,"M","B","2016-09-27T09:40:00","9","九月","星期二","2709(a)(4) Harassment Communicates Prohibited Acts ","2709","27"
"3368",1270,11,"M","B","2016-09-27T09:40:00","9","九月","星期二","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3374",1274,20,"M","B","2016-09-25T02:23:00","2","九月","星期日","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"3383",6153,20,"M","B","2017-03-02T13:49:00","13","三月","星期四","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"3385",6153,20,"M","B","2017-03-02T13:49:00","13","三月","星期四","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3386",6153,20,"M","B","2017-03-02T13:49:00","13","三月","星期四","13(a)(30) Possession w","13(a)","13(a)"
"3395",1279,16,"M","B","2016-09-27T20:32:00","20","九月","星期二","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3396",1279,16,"M","B","2016-09-27T20:32:00","20","九月","星期二","13(a)(30) Possession w","13(a)","13(a)"
"3398",1279,16,"M","B","2016-09-27T20:32:00","20","九月","星期二","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"3400",1279,16,"M","B","2016-09-27T20:32:00","20","九月","星期二","13(a)(30)* Delivery of Controlled Substance","13(a)","13(a)"
"3404",1282,18,"M","B","2016-09-29T19:15:00","19","九月","星期四","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3405",1282,18,"M","B","2016-09-29T19:15:00","19","九月","星期四","13(a)(30) Possession w","13(a)","13(a)"
"3409",1283,19,"M","B","2016-09-29T19:15:00","19","九月","星期四","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"3411",1283,19,"M","B","2016-09-29T19:15:00","19","九月","星期四","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3412",1283,19,"M","B","2016-09-29T19:15:00","19","九月","星期四","13(a)(30) Possession w","13(a)","13(a)"
"3417",1284,17,"M","B","2016-09-29T19:15:00","19","九月","星期四","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3418",1284,17,"M","B","2016-09-29T19:15:00","19","九月","星期四","13(a)(30) Possession w","13(a)","13(a)"
"3424",1285,16,"M","B","2016-09-29T19:15:00","19","九月","星期四","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3425",1285,16,"M","B","2016-09-29T19:15:00","19","九月","星期四","13(a)(30) Possession w","13(a)","13(a)"
"3432",1286,18,"M","W","2016-09-13T16:25:00","16","九月","星期二","3921(a) Theft by Unlawful Taking or Disposition - Movable item","3921","39"
"3441",1302,20,"M","W","2016-09-17T01:40:00","1","九月","星期六","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor ","6308","63"
"3447",1316,18,"M","U","2016-09-15T20:25:00","20","九月","星期四","3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises ","3503","35"
"3448",1316,18,"M","U","2016-09-15T20:25:00","20","九月","星期四","5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG","5503","55"
"3453",1572,20,"M","B","2016-10-12T07:30:00","7","十月","星期三","13(a)(30)* Delivery of Controlled Substance","13(a)","13(a)"
"3456",1321,21,"M","B","2016-09-16T14:07:00","14","九月","星期五","13(a)(30) Possession w","13(a)","13(a)"
"3458",1321,21,"M","B","2016-09-16T14:07:00","14","九月","星期五","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"3461",1335,20,"M","W","2016-10-01T20:35:00","20","十月","星期六","493(1) Furnishing Liquor","493","4"
"3471",1383,20,"M","W","2016-09-28T01:30:00","1","九月","星期三","3921(a) Theft by Unlawful Taking or Disposition - Movable item ","3921","39"
"3472",1383,20,"M","W","2016-09-28T01:30:00","1","九月","星期三","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","3304","33"
"3474",1395,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","493(1) Furnishing Liquor","493","4"
"3480",1396,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","493(1) Furnishing Liquor","493","4"
"3486",1397,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","493(1) Furnishing Liquor","493","4"
"3492",1398,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","493(1) Furnishing Liquor","493","4"
"3504",1457,21,"M","W","2016-09-24T20:30:00","20","九月","星期六","3802(a)(1) DUI - General Impairment ","3802","38"
"3505",1457,21,"M","W","2016-09-24T20:30:00","20","九月","星期六","3802(d)(2) DUI - Drug - Impaired Ability","3802","38"
"3519",1491,21,"M","B","2016-10-10T22:15:00","22","十月","星期一","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"3520",1491,21,"M","B","2016-10-10T22:15:00","22","十月","星期一","3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means ","3304","33"
"3521",1491,21,"M","B","2016-10-10T22:15:00","22","十月","星期一","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","3304","33"
"3529",6397,18,"F","B","2017-03-07T02:23:00","2","三月","星期二","3921(a) Theft by Unlawful Taking or Disposition - Movable item","3921","39"
"3538",1510,19,"M","B","2016-09-28T18:45:00","18","九月","星期三","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2709","27"
"3544",1527,13,"M","B","2016-10-03T13:05:00","13","十月","星期一","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3551",1542,20,"M","B","2016-09-23T23:15:00","23","九月","星期五","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"3556",1562,18,"M","B","2016-09-28T17:00:00","17","九月","星期三","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"3559",1571,20,"M","B","2016-10-12T07:30:00","7","十月","星期三","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","6105","61"
"3568",3902,21,"M","W","2016-12-24T02:00:00","2","十二月","星期六","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3573",3925,20,"M","B","2017-01-09T21:00:00","21","一月","星期一","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2709","27"
"3577",6407,19,"M","B","2017-02-27T12:34:00","12","二月","星期一","2709(a)(3) Harassment No Legitimate Purpose ","2709","27"
"3579",6407,19,"M","B","2017-02-27T12:34:00","12","二月","星期一","5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG","5503","55"
"3582",6412,18,"M","W","2017-03-08T18:22:00","18","三月","星期三","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"3587",6413,21,"M","W","2017-03-09T23:51:00","23","三月","星期四","5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","5503","55"
"3593",6217,18,"M","B","2017-03-04T21:57:00","21","三月","星期六","4304(a)(1) Endangering Welfare of Children. ","4304","43"
"3594",6217,18,"M","B","2017-03-04T21:57:00","21","三月","星期六","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"3595",6217,18,"M","B","2017-03-04T21:57:00","21","三月","星期六","2701(a)(3) Simple Assault - Attempts by Physical Menace ","2701","27"
"3616",3990,11,"F","B","2016-12-22T19:52:00","19","十二月","星期四","3921(a) Theft by Unlawful Taking or Disposition - Movable item","3921","39"
"3618",3994,17,"M","O","2016-12-28T12:50:00","12","十二月","星期三","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"3621",4003,14,"F","B","2016-12-29T11:40:00","11","十二月","星期四","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3625",4005,16,"M","U","2016-12-29T11:45:00","11","十二月","星期四","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3628",4006,16,"F","B","2016-12-29T11:43:00","11","十二月","星期四","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3635",4016,18,"M","B","2016-12-28T17:58:00","17","十二月","星期三","3921(a) Theft by Unlawful Taking or Disposition - Movable item","3921","39"
"3641",1809,14,"M","B","2016-10-09T21:45:00","21","十月","星期日","4304(a)(1) Endangering Welfare of Children. ","4304","43"
"3660",1891,18,"M","B","2016-10-18T11:50:00","11","十月","星期二","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"3663",1972,16,"M","B","2016-10-12T03:23:00","3","十月","星期三","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"3669",1976,19,"M","W","2016-10-13T18:52:00","18","十月","星期四","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"3670",1976,19,"M","W","2016-10-13T18:52:00","18","十月","星期四","13(a)(32) Paraphernalia - Use or Possession ","13(a)","13(a)"
"3671",1976,19,"M","W","2016-10-13T18:52:00","18","十月","星期四","3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","3503","35"
"1",3104,17,"M","B","2016-11-21T11:00:00","11","十一月","星期一","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"4",1502,19,"M","B","2016-09-23T20:42:00","20","九月","星期五","13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use","13(a)","13(a)"
"5",4209,20,"M","B","2017-01-03T15:40:00","15","一月","星期二","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"30",5006,16,"M","B","2017-01-27T09:37:00","9","一月","星期五","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2701","27"
"63",2064,12,"M","B","2016-10-24T14:30:00","14","十月","星期一","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"66",3368,21,"M","H","2016-11-24T02:03:00","2","十一月","星期四","2709(a)(3) Harassment No Legitimate Purpose ","2709","27"
"89",2110,18,"F","W","2016-10-30T03:40:00","3","十月","星期日","3802(a)(1) DUI - General Impairment ","3802","38"
"91",95,21,"M","B","2016-08-29T23:30:00","23","八月","星期一","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"116",2166,18,"M","O","2016-10-21T01:10:00","1","十月","星期五","3503(b)(1)(i) Actual Communication","3503","35"
"124",6190,18,"M","W","2017-03-03T13:49:00","13","三月","星期五","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"145",6201,19,"M","W","2017-03-06T08:20:00","8","三月","星期一","13(a)(32) Paraphernalia - Use or Possession","13(a)","13(a)"
"163",2069,16,"F","B","2016-10-25T14:55:00","14","十月","星期二","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury ","2701","27"
"165",6537,18,"F","U","2017-03-14T10:15:00","10","三月","星期二","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"167",4319,20,"M","B","2017-01-17T10:50:00","10","一月","星期二","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2701","27"
"180",6236,19,"M","B","2017-03-03T19:10:00","19","三月","星期五","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
