"","ID","AGE","GENDER","RACE","ArrestTime","OFFENSE","Hour","Month","Weekday","Teen","Code","ShortCode"
"1957",4094,34,"F","W","2016-12-26T03:10:00","13(a)(16) Possession of Controlled Substance","3","December","Monday",0,"13(a)","13(a)"
"1966",2300,25,"M","W","2016-11-03T12:57:00","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","12","November","Thursday",0,"3929","39"
"1969",1843,23,"M","W","2016-10-09T20:00:00","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","20","October","Sunday",0,"3802","38"
"1974",6015,24,"M","B","2017-03-02T15:45:00","13(a)(35)(i)(A) Possession with intent -Lookalike Drugs - Appearance  / 13(a)(35)(ii)(A) Dist./Sale Lookalike Drugs- Appearance","15","March","Thursday",0,"13(a)","13(a)"
"1976",4485,39,"F","B","2017-01-16T00:39:00","4304(a)(1) Endangering Welfare of Children. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3309 Driving on Roadways Laned for Traffic. / 3334 Turning Movements and Required Signals. / 4581 Restraint Systems. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","0","January","Monday",0,"4304","43"
"1977",116,20,"M","B","2016-08-11T21:10:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 13(a)(31) Marijuana: Possession Small Amount","21","August","Thursday",1,"6105","61"
"1985",1850,42,"M","W","2016-10-09T23:40:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","23","October","Sunday",0,"2701","27"
"1989",6169,27,"F","B","2017-03-04T01:10:00","3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","1","March","Saturday",0,"3802","38"
"1991",5388,46,"M","B","2017-02-07T22:05:00","13(a)(16) Possession of Controlled Substance","22","February","Tuesday",0,"13(a)","13(a)"
"1992",5495,24,"M","B","2017-02-11T17:05:00","13(a)(31) Marijuana: Possession Small Amount","17","February","Saturday",0,"13(a)","13(a)"
"1997",125,44,"F","B","2016-08-16T19:25:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","19","August","Tuesday",0,"2701","27"
"2006",267,23,"F","W","2016-08-30T18:45:00","13(a)(16) Possession of Controlled Substance","18","August","Tuesday",0,"13(a)","13(a)"
"2007",1133,27,"M","B","2016-09-14T20:53:00","13(a)(31) Marijuana: Possession Small Amount","20","September","Wednesday",0,"13(a)","13(a)"
"2014",5396,25,"M","B","2017-02-09T01:05:00","3503(a) Criminal Trespass","1","February","Thursday",0,"3503","35"
"2016",2514,25,"M","W","2016-10-30T03:30:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","3","October","Sunday",0,"2701","27"
"2017",130,46,"M","B","2016-08-10T15:50:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","15","August","Wednesday",0,"2701","27"
"2020",4497,28,"M","B","2017-01-11T20:08:00","5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of","20","January","Wednesday",0,"5902","59"
"2021",582,62,"M","W","2016-09-07T04:00:00","3125(a)(1) Agg. indecent assault w/o consent / 3126(a)(1) Indecent assault without consent","4","September","Wednesday",0,"3125","31"
"2026",4127,26,"M","B","2017-01-11T20:32:00","3921(a) Theft by Unlawful Taking or Disposition - Movable item","20","January","Wednesday",0,"3921","39"
"2031",2518,41,"F","W","2016-10-31T00:43:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","0","October","Monday",0,"13(a)","13(a)"
"2032",134,24,"F","W","2016-08-22T20:40:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","20","August","Monday",0,"13(a)","13(a)"
"2035",2599,17,"M","W","2016-11-18T01:10:00","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3802(e) DUI - Minors - BAC >=.02%","1","November","Friday",1,"6308","63"
"2039",3972,56,"F","B","2016-12-29T16:35:00","13(a)(32) Paraphernalia - Use or Possession","16","December","Thursday",0,"13(a)","13(a)"
"2048",139,21,"M","B","2016-08-29T01:40:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","1","August","Monday",1,"13(a)","13(a)"
"2055",5429,24,"M","B","2017-02-09T15:45:00","13(a)(16) Possession of Controlled Substance / 627.02(b)(i) Possessing a small amount of marijuana","15","February","Thursday",0,"13(a)","13(a)"
"2057",140,24,"M","B","2016-08-31T00:35:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant","0","August","Wednesday",0,"13(a)","13(a)"
"2059",6401,34,"M","B","2017-03-10T17:53:00","13(a)(16) Possession of Controlled Substance","17","March","Friday",0,"13(a)","13(a)"
"2062",4504,60,"M","W","2017-01-06T15:00:00","3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","15","January","Friday",0,"3802","38"
"2067",2532,34,"F","B","2016-11-01T16:10:00","1501(A) Valid Driver's License Required / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","16","November","Tuesday",0,"1501","15"
"2077",147,34,"M","W","2016-08-23T19:10:00","13(a)(16) Possession of Controlled Substance","19","August","Tuesday",0,"13(a)","13(a)"
"2079",1692,16,"M","U","2016-10-07T11:30:00","13(a)(31)(ii) Marijuana - Possess Small Amt Intent to Distribute","11","October","Friday",1,"13(a)","13(a)"
"2080",4729,34,"M","B","2017-01-13T15:51:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance","15","January","Friday",0,"13(a)","13(a)"
"2081",4734,21,"M","B","2017-01-17T19:32:00","13(a)(31) Marijuana: Possession Small Amount","19","January","Tuesday",1,"13(a)","13(a)"
"2082",1031,31,"M","B","2016-09-09T07:15:00","13(a)(31) Marijuana: Possession Small Amount","7","September","Friday",0,"13(a)","13(a)"
"2087",4524,31,"M","W","2017-01-07T12:10:00","2709(a) Harassment. / 3701 Robbery.","12","January","Saturday",0,"2709","27"
"2090",4739,51,"F","W","2017-01-17T13:31:00","13(a)(32) Paraphernalia - Use or Possession / 5902(a)(2) Prostitution - Loitering for purpose of","13","January","Tuesday",0,"13(a)","13(a)"
"2094",2386,59,"M","W","2016-11-03T03:00:00","3921(a) Theft by Unlawful Taking or Disposition - Movable item","3","November","Thursday",0,"3921","39"
"2097",4203,46,"F","B","2017-01-01T05:50:00","3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","5","January","Sunday",0,"3802","38"
"2099",5406,25,"M","B","2017-02-04T01:51:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3503(b.1) Criminal Trespass - Simple Trespasser","1","February","Saturday",0,"13(a)","13(a)"
"2101",431,18,"M","B","2016-08-02T14:05:00","13(a)(31) Marijuana: Possession Small Amount","14","August","Tuesday",1,"13(a)","13(a)"
"2104",6175,51,"M","B","2017-03-01T19:09:00","13(a)(16) Possession of Controlled Substance","19","March","Wednesday",0,"13(a)","13(a)"
"2105",157,38,"M","W","2016-08-18T18:35:00","13(a)(31) Marijuana: Possession Small Amount","18","August","Thursday",0,"13(a)","13(a)"
"2108",628,54,"M","W","2016-08-25T00:29:00","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","0","August","Thursday",0,"3802","38"
"2113",432,56,"F","W","2016-09-05T03:50:00","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","3","September","Monday",0,"3802","38"
"2117",6178,35,"M","B","2017-03-04T03:22:00","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","3","March","Saturday",0,"3802","38"
"2122",5876,53,"M","B","2017-02-23T17:10:00","13(a)(16) Possession of Controlled Substance","17","February","Thursday",0,"13(a)","13(a)"
"2124",4777,60,"M","B","2017-01-18T16:05:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","16","January","Wednesday",0,"13(a)","13(a)"
"2132",4782,26,"F","W","2017-01-18T17:20:00","5902(a)(2) Prostitution - Loitering for purpose of","17","January","Wednesday",0,"5902","59"
"2136",4784,43,"M","B","2017-01-28T07:08:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","7","January","Saturday",0,"2701","27"
"2142",5913,26,"M","W","2017-02-18T16:40:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant","16","February","Saturday",0,"13(a)","13(a)"
"2158",340,23,"F","B","2016-08-16T10:00:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","10","August","Tuesday",0,"13(a)","13(a)"
"2160",2639,48,"F","O","2016-11-06T02:21:00","3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","2","November","Sunday",0,"3802","38"
"2162",5892,30,"F","B","2017-02-25T02:30:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","2","February","Saturday",0,"13(a)","13(a)"
"2171",183,27,"F","B","2016-08-08T15:20:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","15","August","Monday",0,"13(a)","13(a)"
"2174",2645,44,"F","W","2016-11-02T22:21:00","5902(a)(1) Prostitution  / 9501 Bench Warrant / 5902(a)(2) Prostitution - Loitering for purpose of","22","November","Wednesday",0,"5902","59"
"2179",4558,15,"F","B","2017-01-25T11:30:00","3921(a) Theft by Unlawful Taking or Disposition - Movable item","11","January","Wednesday",1,"3921","39"
"2183",190,51,"F","W","2016-08-25T08:30:00","4304(a)(1) Endangering Welfare of Children.","8","August","Thursday",0,"4304","43"
"2185",434,28,"M","B","2016-08-16T10:00:00","13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","10","August","Tuesday",0,"13(a)","13(a)"
"2186",436,30,"M","W","2016-08-05T02:30:00","13(a)(31) Marijuana: Possession Small Amount","2","August","Friday",0,"13(a)","13(a)"
"2192",441,21,"F","W","2016-08-16T16:53:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","16","August","Tuesday",1,"13(a)","13(a)"
"2204",4825,24,"M","B","2017-01-19T12:13:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","12","January","Thursday",0,"13(a)","13(a)"
"2209",5146,62,"F","W","2017-01-29T19:53:00","3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","19","January","Sunday",0,"3802","38"
"2213",449,37,"M","W","2016-08-24T10:05:00","13(a)(32) Paraphernalia - Use or Possession / 3736 Reckless Driving / 3746 Immediate Notice of Accident to Police Department","10","August","Wednesday",0,"13(a)","13(a)"
"2217",2888,33,"M","W","2016-11-13T15:40:00","13(a)(31) Marijuana: Possession Small Amount","15","November","Sunday",0,"13(a)","13(a)"
"2218",451,52,"F","B","2016-08-24T13:20:00","3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","13","August","Wednesday",0,"3503","35"
"2231",2656,36,"F","B","2016-11-03T19:17:00","5902(a)(1) Prostitution  / 4914 False Identification to Law Enforcement Authorities / 5902(a)(2) Prostitution - Loitering for purpose of","19","November","Thursday",0,"5902","59"
"2232",4590,45,"M","B","2017-01-28T15:01:00","13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","15","January","Saturday",0,"13(a)","13(a)"
"2238",5452,41,"M","W","2017-02-04T18:10:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","18","February","Saturday",0,"2701","27"
"2243",4838,20,"M","W","2017-01-25T11:55:00","3802(a)(1) DUI - General Impairment / 3802(d)(2) DUI - Drug - Impaired Ability","11","January","Wednesday",1,"3802","38"
"2253",480,50,"M","B","2016-08-24T21:03:00","13(a)(16) Possession of Controlled Substance / 3809(a) Restriction on Alcoholic Beverages in Vehicle","21","August","Wednesday",0,"13(a)","13(a)"
"2257",4541,39,"M","B","2017-01-11T22:10:00","13(a)(32) Paraphernalia - Use or Possession","22","January","Wednesday",0,"13(a)","13(a)"
"2265",4845,47,"F","B","2017-01-14T19:37:00","5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of","19","January","Saturday",0,"5902","59"
"2275",3022,29,"M","W","2016-11-30T08:35:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","8","November","Wednesday",0,"2701","27"
"2277",4847,56,"M","B","2017-01-25T12:03:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(32) Paraphernalia - Use or Possession","12","January","Wednesday",0,"6105","61"
"2280",4210,35,"M","W","2017-01-03T18:15:00","13(a)(16) Possession of Controlled Substance","18","January","Tuesday",0,"13(a)","13(a)"
"2283",5915,24,"M","B","2017-02-25T10:45:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","10","February","Saturday",0,"2701","27"
"2288",2662,45,"F","W","2016-11-01T17:00:00","4304(a)(1) Endangering Welfare of Children. / 633.02(a) Dog License Required; 3 Months or Older / 633.05 Rabies Vaccination / 633.12 Number of Pets Permitted in City Limits; Exceptions / 5511(c)(1) CRUELTY TO ANIMALS","17","November","Tuesday",0,"4304","43"
"2291",1895,27,"F","B","2016-10-14T12:45:00","5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of","12","October","Friday",0,"5902","59"
"2293",4856,48,"M","B","2017-01-21T02:15:00","3926(a)(4) Theft of services; ACQUISITION OF SERVICES - refusal to pay or offer to pay for a service (hotels and restaurants)","2","January","Saturday",0,"3926","39"
"2296",5936,32,"F","W","2017-02-25T16:50:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3503 Criminal Trespass","16","February","Saturday",0,"13(a)","13(a)"
"2299",4858,26,"M","B","2017-01-21T02:40:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 9501 Bench Warrant","2","January","Saturday",0,"6105","61"
"2302",2664,30,"M","W","2016-11-06T15:28:00","13(a)(16) Possession of Controlled Substance / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 13(a)(32) Paraphernalia - Use or Possession","15","November","Sunday",0,"13(a)","13(a)"
"2303",6562,22,"M","W","2017-03-19T08:20:00","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)","8","March","Sunday",0,"3304","33"
"2310",6051,25,"M","B","2017-02-28T20:20:00","13(a)(31) Marijuana: Possession Small Amount","20","February","Tuesday",0,"13(a)","13(a)"
"2321",4873,32,"F","B","2017-01-24T14:26:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","14","January","Tuesday",0,"2701","27"
"2326",4876,49,"M","B","2017-01-18T17:30:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","17","January","Wednesday",0,"13(a)","13(a)"
"2327",2678,41,"M","W","2016-11-07T16:20:00","2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent","16","November","Monday",0,"2701","27"
"2328",496,30,"F","W","2016-09-08T19:50:00","13(a)(16) Possession of Controlled Substance","19","September","Thursday",0,"13(a)","13(a)"
"2334",500,28,"M","B","2016-08-22T21:18:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","21","August","Monday",0,"6105","61"
"2338",2301,22,"M","B","2016-11-05T18:07:00","2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","18","November","Saturday",0,"2701","27"
"2343",4561,18,"M","B","2017-01-13T18:33:00","13(a)(31) Marijuana: Possession Small Amount","18","January","Friday",1,"13(a)","13(a)"
"2344",2600,16,"F","B","2016-11-17T12:21:00","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","12","November","Thursday",1,"5503","55"
"2345",229,44,"F","B","2016-08-08T02:45:00","13(a)(31) Marijuana: Possession Small Amount / 473.07 (a) Hours of Parks 0600-2300 hrs.","2","August","Monday",0,"13(a)","13(a)"
"2346",2679,50,"M","W","2016-11-07T16:20:00","2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent","16","November","Monday",0,"2701","27"
"2348",4897,38,"F","W","2017-01-21T23:00:00","13(a)(16) Possession of Controlled Substance","23","January","Saturday",0,"13(a)","13(a)"
"2354",4907,42,"M","B","2017-02-02T12:17:00","2709(a) Harassment. / 3701 Robbery.","12","February","Thursday",0,"2709","27"
"2359",4565,14,"M","B","2017-01-24T23:00:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","23","January","Tuesday",1,"2701","27"
"2360",4912,32,"F","W","2017-02-02T09:00:00","13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct","9","February","Thursday",0,"13(a)","13(a)"
"2364",52,17,"M","B","2016-09-07T13:38:00","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","13","September","Wednesday",1,"5503","55"
